438,508
378,299
359,497
466,304
155,239
392,546
511,512
436,521
587,364
413,171
396,508
563,364
243,535
320,230
458,541
150,137
387,446
442,484
596,304
286,430
386,105
348,205
457,507
365,398
441,529
348,343
286,218
344,129
370,117
449,305
426,437
421,508
139,387
433,118
335,326
221,492
389,237
285,357
293,360
340,379
347,179
235,470
148,270
156,191
473,157
595,534
108,595
476,222
455,590
513,561
117,173
137,510
247,488
302,557
528,149
219,574
403,562
511,528
107,144
576,222
398,600
286,460
189,308
470,519
547,457
297,304
439,415
536,333
455,387
369,205
178,294
482,174
477,173
132,471
337,272
307,161
408,423
155,481
388,516
328,451
518,550
226,209
561,267
467,274
409,464
403,190
505,232
345,262
260,386
195,155
531,398
202,257
360,409
480,384
423,167
244,150
393,488
366,544
246,348
448,454
514,393
529,598
310,200
224,517
474,487
555,200
497,344
368,281
517,191
165,121
121,493
286,160
349,303
191,588
432,446
490,152
426,491
129,398
225,411
396,391
444,536
425,256
535,170
314,140
362,392
584,208
214,257
363,207
440,511
579,260
451,412
184,446
204,187
210,572
344,107
237,323
110,335
199,297
109,193
571,174
481,592
141,386
304,442
505,261
141,240
238,247
262,479
297,178
341,128
557,261
454,104
345,386
104,489
446,355
448,144
287,274
540,242
548,401
463,454
204,455
373,218
168,516
395,328
432,117
600,547
214,323
353,457
364,383
376,190
580,120
119,197
127,126
349,209
575,575
113,123
466,488
590,315
566,331
282,310
228,223
308,529
269,529
560,425
362,598
550,515
506,188
271,145
509,463
583,251
304,264
267,529
375,324
470,375
425,342
598,506
287,269
442,393
592,258
518,292
224,340
242,313
177,174
131,565
284,372
391,383
439,102
552,422
378,520
502,325
548,579
415,345
357,395
114,199
195,393
137,416
497,144
346,294
541,355
172,175
276,290
445,286
311,348
277,420
115,362
252,192
281,353
328,251
203,295
245,202
112,537
299,561
552,203
594,275
137,111
221,324
548,192
473,231
252,197
550,247
290,531
289,326
566,186
128,322
496,368
114,513
390,587
136,574
432,121
160,125
380,154
478,373
236,497
436,473
246,283
470,549
214,275
160,440
541,164
573,208
600,181
404,551
470,586
397,511
441,247
205,145
190,162
137,136
410,213
573,188
229,526
571,157
503,107
547,383
411,194
440,249
267,239
412,541
107,579
401,303
457,150
524,581
504,343
525,439
546,103
318,326
599,399
346,202
565,234
555,458
503,173
234,427
237,202
434,178
170,162
102,568
423,377
395,544
245,380
318,201
404,237
303,119
394,143
309,378
410,452
421,566
261,225
574,377
380,583
292,333
561,516
176,233
243,310
521,181
424,397
365,391
440,132
203,410
451,273
172,315
504,170
155,225
361,372
120,461
569,418
449,299
290,362
108,512
307,108
589,597
575,341
389,103
505,353
236,172
392,400
341,294
291,527
410,130
230,265
360,265
452,335
275,567
286,527
284,475
501,557
499,375
253,259
222,321
435,109
204,136
242,172
296,443
492,390
311,210
134,504
196,277
428,532
187,577
481,176
351,489
584,541
341,121
578,173
505,332
474,308
429,556
145,397
321,551
499,239
191,169
352,504
474,347
160,490
515,561
464,431
158,558
391,229
204,202
429,302
318,379
279,193
127,237
221,280
585,375
512,362
330,405
281,245
357,282
190,218
437,558
472,456
557,215
100,577
475,155
458,461
327,418
302,138
233,104
245,449
246,246
364,238
428,285
282,256
104,553
246,126
177,570
205,598
220,230
220,294
262,190
188,440
352,245
213,538
355,206
431,297
351,217
106,268
389,478
454,453
316,176
130,131
208,286
483,233
574,580
391,179
592,191
503,465
268,545
201,557
459,341
186,407
320,110
271,509
178,327
306,474
231,579
318,177
494,326
187,153
148,566
592,169
540,492
164,542
251,470
470,363
264,598
542,590
433,424
361,548
297,107
408,559
534,149
557,220
378,566
409,242
375,383
580,523
379,433
519,198
588,545
233,511
595,403
189,464
327,553
348,373
538,456
276,511
109,242
395,389
433,522
592,319
279,527
394,331
190,112
549,559
475,269
275,107
167,158
425,103
225,519
581,417
280,475
108,230
361,536
172,239
392,463
420,545
502,228
262,188
588,597
364,372
569,140
267,559
115,181
430,331
320,229
495,229
415,426
570,538
515,182
301,563
119,449
140,107
553,447
580,141
126,596
190,105
360,561
408,427
328,115
377,329
533,258
350,376
491,328
368,128
200,254
279,254
465,241
251,183
435,184
583,219
346,360
414,261
231,157
274,139
546,197
410,244
328,310
449,441
299,112
588,466
258,432
123,570
105,415
434,161
508,102
107,306
354,342
777,335
812,235
1109,260
921,154
1110,163
1051,458
1165,318
1043,521
852,110
781,336
1093,213
866,422
741,493
1102,212
1043,286
1021,319
788,270
916,208
1070,383
1118,306
1105,152
871,114
1094,561
722,211
752,114
728,498
1181,499
1165,215
706,277
735,276
771,193
889,589
923,351
1111,237
1155,265
1046,452
1027,463
725,196
1058,393
936,306
1064,120
848,449
867,112
772,499
1182,353
1060,564
913,295
1117,381
1007,555
895,208
1092,564
1043,170
818,324
854,213
902,218
1168,375
999,341
844,135
1028,517
1141,158
1163,216
928,276
854,221
1180,125
825,369
836,564
770,110
1096,458
870,498
768,569
1175,554
992,517
1043,579
798,268
725,522
1128,444
791,506
1136,510
866,559
888,130
772,270
736,409
956,530
949,440
941,276
1013,326
775,363
970,442
1052,234
1190,593
797,446
1121,261
901,361
990,211
1051,221
914,165
1155,290
755,252
761,328
745,593
799,489
827,578
848,463
727,582
975,176
963,170
1151,596
1095,595
1090,116
920,468
943,117
846,267
971,380
964,561
884,179
765,302
871,491
771,160
998,290
832,504
1186,596
759,343
866,579
1043,113
1030,501
803,501
837,370
807,439
734,193
821,134
1136,378
986,215
782,285
790,328
1200,206
1063,244
958,480
749,585
1165,350
810,539
1181,417
1034,434
824,334
1151,556
843,292
1128,492
1120,376
1177,303
810,544
987,257
1045,142
787,331
822,149
1026,592
969,345
1012,522
1012,198
717,462
1052,285
853,375
925,150
870,539
1024,235
982,440
777,194
756,254
1024,324
700,325
779,596
765,236
1065,246
928,405
935,137
1047,271
1155,301
723,449
894,360
958,222
827,455
1180,561
861,108
854,455
1158,581
898,493
877,535
883,411
899,526
1018,325
823,123
1018,375
917,516
856,179
937,521
1193,538
835,299
907,176
832,296
754,372
852,408
737,374
1140,278
910,191
1007,113
1174,452
1056,257
860,158
924,361
795,134
1099,455
1094,547
751,124
887,390
1178,484
1128,252
1183,177
1007,552
870,410
835,534
1179,512
949,573
1197,270
968,597
1053,506
875,445
939,475
859,237
810,206
784,427
844,258
1180,179
1000,576
1099,237
950,256
816,574
770,254
785,329
1039,164
743,190
963,261
909,305
791,555
1061,277
1189,173
856,595
984,427
1170,579
762,371
1053,290
926,186
1184,319
770,327
847,531
715,331
915,377
1088,340
972,598
1054,184
1086,556
1129,422
874,536
869,484
861,149
1165,584
1173,172
980,265
1098,172
746,567
892,461
840,401
885,249
800,172
1044,470
1117,161
952,144
1144,235
865,151
1176,507
1078,324
780,271
994,557
1181,579
1163,506
871,436
1141,516
955,479
881,362
1004,444
1025,151
980,342
908,479
1034,374
902,303
781,362
1073,524
769,240
861,541
825,179
968,448
950,298
961,188
999,518
852,321
1008,569
1115,386
713,127
854,504
1183,343
737,436
1170,468
986,194
895,210
1188,100
996,297
1024,406
1085,522
1136,251
992,424
798,394
741,128
884,327
746,216
1146,430
911,247
1036,227
959,458
862,550
1035,365
785,478
748,594
1125,235
826,562
1022,181
1083,391
1094,575
1076,307
910,359
1085,409
1189,461
835,303
985,267
882,422
997,272
856,467
952,483
983,117
1131,412
1041,226
797,125
961,404
1136,192
1111,262
1006,188
1139,470
812,553
1123,366
1189,596
808,144
714,525
816,522
1110,448
1062,574
1030,599
787,175
1062,570
879,540
1084,100
929,485
1022,283
978,207
787,275
1019,527
863,188
883,166
744,120
1028,249
859,283
1027,514
756,221
958,521
1099,181
785,229
865,593
888,193
877,350
1156,359
909,567
1030,328
803,288
869,434
1103,190
953,530
882,484
718,574
1035,512
882,131
906,221
837,386
1181,333
935,263
702,120
872,353
897,479
944,296
938,221
1097,477
738,120
1026,428
1048,366
1113,209
961,351
1180,564
712,509
721,407
711,437
853,347
933,245
1041,448
1161,286
826,485
749,170
916,327
1166,465
1153,285
926,166
1095,201
758,531
750,446
861,223
877,242
1182,534
1080,452
1176,471
964,168
781,478
887,195
859,182
864,245
920,446
783,158
831,241
884,366
852,185
705,511
945,509
1153,272
1135,117
769,547
1023,106
1098,149
942,594
975,119
1153,505
1053,387
799,515
749,472
824,122
1190,331
1012,186
961,560
708,207
946,191
969,418
765,289
1006,395
1165,377
921,582
808,216
1187,579
926,341
756,468
1133,338
1009,374
983,103
985,493
820,454
911,283
790,246
1169,502
1170,378
1023,205
908,594
954,474
953,310
813,303
1154,268
983,352
871,594
813,167
876,530
734,133
773,287
775,375
1137,319
786,103
907,166
775,351
736,170
1073,292
1193,167
920,256
1194,179
989,342
1040,516
862,298
1075,347
1009,401
1156,275
1026,165
932,368
991,230
993,301
705,480
991,199
722,578
1068,540
1162,293
874,565
1062,502
981,132
791,482
1107,276
787,556
832,193
974,294
988,249
903,584
1086,577
847,400
1150,383
903,181
874,294
972,159
892,241
745,277
851,144
751,100
780,129
1142,215
1094,265
1184,522
937,128
877,174
1013,210
1056,282
727,569
1102,142
1046,175
775,412
1050,373
933,392
1091,593
1126,300
1093,141
1148,393
830,305
1161,156
1110,489
1090,380
1086,158
1034,574
1027,374
863,393
1080,187
985,542
805,595
1087,119
1032,512
940,166
1200,263
1189,215
774,206
901,406
756,290
1080,311
1067,454
813,459
846,234
853,328
863,465
989,191
950,230
984,497
721,481
1158,203
869,423
924,488
876,565
703,600
1078,261
766,434
1113,470
1171,240
901,526
1129,204
828,478
1172,450
894,360
1163,475
1070,440
949,550
1106,180
1140,414
937,309
811,151
1021,383
1077,593
900,295
798,103
939,526
892,530
708,466
1199,165
950,473
819,419
839,337
1195,580
863,201
778,186
767,412
1050,200
789,556
914,199
974,114
1132,441
1086,565
735,202
826,323
810,546
1200,313
1072,492
902,480
910,196
991,172
1073,346
1045,555
1063,462
1025,544
1169,517
968,578
833,270
870,389
923,167
935,197
732,458
916,285
852,520
1062,341
1106,422
782,405
753,388
841,273
1010,125
1062,360
899,407
1149,454
731,214
804,504
1125,412
1125,334
1106,113
1026,371
713,562
719,398
1031,281
724,295
807,131
1039,344
1194,419
1174,588
1174,593
738,215
948,118
964,471
1096,334
1160,299
871,245
702,576
967,152
784,432
892,302
1030,572
731,337
1074,391
1104,252
754,167
1088,318
786,124
936,165
910,588
958,231
1112,161
806,260
864,398
1123,356
1066,201
1158,515
743,401
1131,442
732,238
1151,461
896,219
805,572
932,537
1100,544
1128,458
824,256
969,319
904,501
1052,303
1106,484
733,534
918,245
1116,139
989,157
984,588
769,521
1033,585
986,420
730,348
798,113
942,378
776,460
1178,146
1153,385
827,514
1074,504
765,263
1054,195
1117,593
1170,294
1005,357
1120,146
729,503
888,354
863,116
932,248
1015,130
1125,329
870,436
1111,286
1024,112
967,530
1029,160
714,175
728,554
1021,337
987,544
1128,598
983,149
796,525
1144,558
1177,351
720,187
1162,349
740,314
1046,228
731,475
935,525
775,398
909,576
747,108
825,265
978,470
964,141
996,378
1018,239
938,293
946,139
1178,202
1058,482
700,110
1167,363
1110,575
875,513
1020,412
728,352
944,449
1151,298
1198,564
1170,225
1175,249
948,414
956,130
873,264
822,173
948,345
916,285
932,553
1133,527
815,217
1010,329
788,311
1010,404
840,202
972,103
1124,456
947,209
899,108
834,323
1002,212
975,515
964,382
907,230
841,235
730,330
730,511
789,238
1046,220
976,386
815,422
1041,328
780,458
884,314
769,258
987,479
764,186
897,158
761,502
980,206
948,533
1039,508
1062,495
715,426
839,182
728,189
1157,583
785,180
1046,284
789,297
862,524
1198,483
1067,495
884,240
1067,298
1028,274
703,439
888,196
785,182
929,195
1121,451
975,488
880,108
765,168
847,181
1175,159
762,391
1157,223
721,397
781,108
772,237
827,374
923,545
995,203
920,523
1184,104
1089,570
931,403
1195,468
1131,501
936,377
719,586
1179,562
746,535
1173,551
1192,333
1062,138
1017,152
930,597
824,449
929,122
789,408
736,128
1176,437
890,353
1049,426
789,560
1044,172
885,374
1089,525
1098,473
1037,373
1014,262
1091,326
911,154
805,390
1053,341
958,256
918,402
1017,230
761,552
1124,234
1029,280
1043,295
722,127
1112,477
1159,121
888,349
1045,368
910,385
1173,416
846,515
1154,212
987,345
775,109
864,109
1048,158
768,388
963,255
928,528
999,185
1076,297
1140,451
1200,448
863,578
755,164
988,362
921,119
740,516
950,289
716,363
976,285
721,423
1196,130
989,356
842,283
1158,554
1001,417
715,391
766,434
890,533
752,187
1096,385
929,533
1191,137
708,123
1149,362
809,399
862,314
741,537
1134,262
708,346
940,348
946,295
1011,520
809,371
996,437
821,154
1124,278
876,516
975,121
1030,240
706,215
909,105
1153,173
842,412
803,125
840,261
1053,283
971,123
1002,111
839,191
827,116
913,416
1076,362
1165,417
1063,233
1189,391
891,176
1006,280
1115,474
809,331
1028,392
742,506
959,348
870,207
930,136
843,404
866,121
1121,595
836,525
1099,504
942,258
1003,133
714,504
736,549
1129,195
938,220
1153,197
956,344
936,386
780,442
1060,242
858,186
770,155
715,568
1087,242
788,170
910,390
901,407
1001,559
1608,225
1380,195
1783,469
1622,256
1739,248
1725,472
1302,404
1725,333
1701,581
1565,594
1685,306
1312,551
1303,528
1717,265
1385,110
1646,346
1570,381
1677,361
1486,545
1796,345
1456,419
1563,449
1737,382
1723,292
1741,163
1593,325
1422,465
1406,108
1597,407
1540,276
1557,280
1400,387
1770,363
1377,546
1504,156
1514,357
1487,274
1496,554
1517,417
1571,341
1628,505
1419,169
1433,193
1365,600
1628,370
1665,428
1362,180
1393,521
1741,406
1346,280
1368,481
1735,108
1570,234
1607,216
1397,537
1394,381
1379,472
1390,259
1506,487
1734,303
1757,109
1715,111
1444,338
1630,255
1519,410
1357,109
1442,176
1458,214
1505,219
1701,144
1362,493
1415,435
1445,549
1446,134
1652,109
1686,190
1538,238
1781,143
1451,366
1552,243
1343,536
1388,286
1697,382
1756,293
1597,123
1707,157
1764,562
1517,106
1701,335
1792,234
1530,532
1467,310
1408,115
1754,263
1587,350
1352,553
1469,507
1394,424
1758,471
1538,447
1374,127
1405,239
1369,468
1334,550
1381,522
1648,151
1648,185
1674,294
1607,259
1767,382
1764,344
1370,499
1761,408
1741,388
1359,534
1574,181
1383,149
1545,556
1763,133
1487,248
1736,476
1363,222
1387,462
1373,256
1317,108
1759,521
1302,289
1602,338
1429,292
1400,287
1592,211
1331,148
1458,216
1542,344
1730,578
1415,344
1602,248
1384,222
1651,482
1660,118
1759,300
1546,522
1448,363
1678,526
1475,359
1476,127
1331,237
1652,410
1357,149
1500,448
1608,532
1522,497
1597,574
1632,463
1688,587
1533,136
1738,485
1791,144
1718,486
1745,342
1310,443
1760,193
1663,443
1400,384
1467,504
1312,276
1529,273
1304,114
1321,327
1383,293
1553,453
1314,528
1671,230
1491,266
1751,555
1759,327
1423,306
1674,226
1714,274
1387,304
1707,198
1760,510
1554,560
1397,567
1443,116
1707,420
1791,177
1524,477
1575,334
1548,349
1628,525
1378,321
1579,532
1420,210
1789,559
1386,208
1370,165
1581,208
1785,409
1461,286
1519,439
1434,469
1406,540
1639,509
1503,330
1667,198
1601,308
1327,347
1744,424
1420,327
1704,342
1713,462
1641,308
1451,298
1588,415
1442,185
1352,272
1467,171
1406,118
1309,451
1374,572
1441,275
1622,310
1415,267
1484,452
1345,498
1582,391
1485,359
1553,241
1355,224
1514,429
1397,381
1627,219
1606,187
1329,314
1768,567
1512,367
1633,393
1522,419
1400,274
1740,592
1580,155
1788,301
1516,528
1475,354
1491,514
1603,504
1326,312
1357,183
1725,259
1525,542
1433,154
1589,580
1689,538
1570,142
1750,353
1326,298
1525,551
1419,599
1777,365
1363,298
1762,579
1301,297
1680,507
1518,543
1800,465
1709,485
1584,193
1315,324
1570,371
1441,368
1529,293
1744,289
1771,479
1599,429
1619,434
1338,408
1677,118
1768,543
1503,246
1523,293
1339,184
1344,463
1527,365
1338,516
1800,313
1730,233
1711,233
1609,195
1789,379
1765,538
1472,558
1378,177
1459,188
1303,514
1783,138
1647,181
1554,565
1697,169
1626,505
1418,377
1483,286
1757,285
1619,265
1556,356
1461,404
1647,273
1766,431
1329,312
1616,118
1345,464
1434,236
1322,283
1413,561
1775,287
1544,374
1300,417
1383,228
1673,354
1759,581
1328,241
1434,456
1795,339
1476,524
1469,352
1674,347
1653,157
1671,499
1458,138
1628,423
1655,377
1781,497
1356,531
1300,453
1432,102
1599,303
1425,553
1608,509
1357,384
1441,545
1612,412
1389,568
1507,105
1799,223
1591,446
1625,228
1472,160
1612,223
1453,342
1469,476
1704,248
1335,173
1325,197
1489,208
1405,517
1763,215
1597,312
1604,554
1538,120
1590,415
1764,253
1476,127
1560,322
1647,490
1742,345
1554,593
1441,531
1717,481
1409,385
1333,394
1762,408
1525,513
1340,395
1779,219
1448,411
1690,599
1739,573
1303,565
1391,162
1674,514
1305,330
1782,476
1325,261
1728,466
1387,438
1323,461
1671,344
1575,127
1576,103
1392,465
1538,265
1729,115
1667,490
1505,175
1762,583
1370,193
1627,520
1659,197
1580,555
1787,453
1695,199
1764,525
1459,577
1507,134
1723,381
1433,259
1585,118
1719,413
1692,455
1392,599
1617,124
1387,109
1501,181
1534,365
1347,567
1723,414
1553,192
1562,179
1664,552
1400,147
1712,492
1466,313
1508,477
1379,178
1682,490
1343,507
1617,517
1525,483
1616,328
1747,501
1656,535
1357,285
1617,206
1482,600
1662,186
1729,592
1759,251
1713,368
1313,170
1335,198
1684,412
1420,582
1628,357
1639,143
1319,533
1667,226
1361,443
1650,580
1575,242
1657,284
1615,500
1768,334
1695,361
1424,532
1300,450
1320,141
1408,565
1762,122
1791,305
1316,511
1796,466
1756,557
1673,493
1581,235
1795,556
1717,507
1622,439
1557,599
1439,195
1510,429
1520,100
1524,565
1311,528
1767,389
1335,138
1527,467
1575,332
1595,361
1401,172
1476,534
1415,182
1639,474
1418,446
1405,227
1628,223
1471,118
1493,215
1326,242
1623,261
1636,300
1377,529
1674,302
1469,440
1379,372
1639,466
1368,491
1384,266
1364,488
1566,240
1461,431
1578,457
1406,546
1771,385
1491,375
1588,452
1347,413
1758,465
1719,297
1492,145
1680,450
1738,229
1404,492
1571,418
1684,441
1575,541
1409,148
1552,231
1659,142
1423,327
1459,530
1452,382
1628,202
1499,409
1767,318
1402,561
1572,495
1479,438
1782,480
1385,513
1436,182
1402,416
1522,424
1736,554
1746,224
1493,521
1493,124
1788,224
1783,431
1547,316
1629,110
1348,595
1389,128
1318,311
1601,389
1494,523
1661,455
1500,375
1365,213
1465,354
1351,169
1345,446
1517,511
1471,131
1697,196
1772,136
1351,316
1696,293
1522,113
1776,292
1588,305
1579,276
1554,325
1364,215
1584,527
1707,228
1593,368
1709,544
1786,111
1531,585
1794,157
1634,218
1674,380
1590,182
1337,293
1341,373
1658,435
1709,248
1716,349
1793,466
1665,254
1614,197
1642,229
1434,592
1750,204
1696,411
1466,258
1372,537
1617,230
1763,404
1706,139
1482,231
1559,255
1539,505
1736,107
1732,348
1795,557
1655,106
1654,136
1566,124
1717,503
1428,164
1449,180
1742,282
1336,238
1589,242
1377,443
1551,515
1534,462
1724,172
1532,273
1545,382
1465,300
1679,556
1793,591
1398,432
1744,213
1390,423
1395,186
1351,316
1377,557
1637,175
1309,207
1654,143
1490,127
1530,171
1472,323
1475,352
1598,481
1389,199
1362,516
1538,274
1556,586
1748,466
1428,403
1524,122
1659,549
1669,531
1674,211
1677,232
1704,451
1322,497
1673,196
1618,523
1556,471
1666,586
1450,126
1482,185
1654,476
1482,401
1497,361
1765,567
1315,481
1504,454
1569,551
1630,283
1594,322
1663,159
1589,100
1467,529
1343,347
1727,296
1424,554
1800,393
1439,101
1560,395
1743,456
1670,513
1598,324
1307,231
1775,320
1534,219
1450,510
1605,347
1348,518
1794,391
1773,327
1784,304
1533,313
1450,400
1757,107
1673,521
1445,485
1784,302
1691,220
1656,188
1769,219
1730,232
1624,296
1574,265
1536,566
1408,345
1699,355
1676,444
1483,459
1562,185
1542,362
1561,343
1390,298
1492,437
1518,440
1791,520
1364,172
1567,355
1683,490
1622,512
1464,202
1509,273
1392,429
1504,114
1635,448
1579,508
1716,584
1360,571
1564,319
1587,479
1326,330
1647,281
1766,591
1607,322
1548,154
1664,474
1388,222
1386,212
1436,584
1448,214
1703,310
1369,418
1490,153
1522,411
1772,157
1552,488
1426,375
1384,588
1775,390
1788,277
1798,320
1408,426
1471,523
1434,107
1605,489
1509,530
1702,236
1734,531
1592,500
1487,458
1428,109
1454,305
1310,319
1507,208
1328,308
1733,324
1386,374
1501,430
1496,197
1541,598
1445,452
1652,226
1516,249
1300,186
1793,294
1377,119
1442,483
1756,200
1600,251
1745,507
1400,447
1368,160
1457,581
1323,265
1671,426
1574,173
1554,298
1327,474
1652,520
1374,578
1486,310
1790,461
1366,440
1628,182
1528,355
1679,330
1331,205
1797,282
1394,431
1791,156
1468,596
1528,557
1485,410
1775,105
1475,271
1349,490
1520,558
1798,512
1327,355
1758,489
1628,149
1541,517
1459,555
1391,412
1726,269
1768,595
1731,234
1512,387
1662,203
1492,197
1595,486
1340,566
1506,273
1534,264
1743,255
1410,319
1576,568
1713,554
1740,580
1304,310
1789,322
1326,570
1501,157
1792,367
1635,594
1477,217
1455,260
1609,143
1399,225
1336,584
1621,159
1322,203
1454,177
1646,348
1370,479
1618,263
1563,145
1624,245
1640,463
1426,126
1630,522
1399,516
1628,245
1393,456
1697,568
1518,157
1539,212
1384,260
1734,380
1333,461
1621,260
1753,196
1696,213
1632,170
1777,160
1508,242
1602,181
1339,206
1653,151
1795,237
1483,114
1671,447
1544,552
1627,228
1710,549
1671,570
1386,180
1642,124
1664,582
1427,471
1675,548
1395,104
1463,380
1731,363
1368,510
1476,387
1567,494
1627,548
1370,265
1782,491
1550,527
1671,539
1735,457
1384,451
1787,159
1800,416
1375,156
1666,462
1559,476
1329,310
1301,432
1477,510
1413,459
1716,591
1416,329
1591,150
1397,226
1648,195
1689,166
1404,318
1323,539
1459,375
1692,282
1755,151
1512,406
1437,126
1460,365
1732,555
1304,263
1588,279
1334,335
1321,580
1791,228
1514,221
1555,286
1606,157
1705,293
1392,226
1633,454
1359,149
1396,410
1592,146
1362,215
1716,421
1690,582
1336,469
1651,510
1402,545
1707,545
1746,108
1787,503
1626,315
1726,308
1406,557
1304,206
1386,340
1493,238
1776,562
1683,556
1603,576
1361,268
1456,507
1344,477
1601,340
1654,429
1762,190
1579,429
1781,141
1622,324
1786,376
1356,457
1493,146
1355,116
1537,363
1606,386
1407,275
1674,206
1656,512
1712,451
1597,452
1624,407
1725,330
1413,321
1601,275
1673,329
1363,321
1744,587
1558,181
1528,252
1467,127
1665,265
1534,454
1477,587
1322,566
1670,228
1789,316
1782,495
1348,259
1433,213
1352,329
1570,392
1564,480
1489,524
1784,311
1353,201
1788,220
1489,588
1534,103
1789,599
1642,130
1794,323
1395,495
1631,418
1358,595
1626,159
1658,192
1670,558
1690,483
1647,288
1318,449
1370,228
1374,246
1556,213
1341,258
1660,596
2157,203
2183,148
2162,178
2345,365
2047,503
2319,560
2025,331
2157,361
1975,204
2228,436
1921,566
2245,593
2080,198
2152,477
2018,222
2294,569
2331,104
2294,261
2160,205
2258,138
2386,337
2042,106
2002,342
2192,569
2397,236
2395,355
1950,509
2168,353
2341,429
1909,458
1954,192
2114,557
2233,174
2232,482
1953,167
2284,424
1951,407
2043,544
2091,251
2213,492
2270,301
2229,229
2375,458
2242,239
2211,301
2209,346
2258,270
2170,487
2090,366
1968,389
1929,471
2246,504
2049,304
1949,253
2068,538
2238,127
2059,574
1967,443
2171,463
2378,473
2062,558
2004,372
2266,303
2213,318
2077,344
2350,320
2257,180
1908,517
2105,409
2200,265
2313,325
1954,331
2254,403
2228,284
2248,456
2094,245
2137,137
2272,384
2209,209
2301,354
2225,252
2271,565
2325,466
2203,139
2380,451
2384,392
1981,328
1978,249
1950,267
2257,127
2117,119
1937,363
2007,190
2046,327
2275,554
2165,415
2113,416
2174,338
1957,441
2279,586
2084,430
2358,432
2374,338
2094,253
1923,144
2032,289
2186,264
2241,124
2244,401
2315,489
2069,209
2184,153
2345,176
1933,420
2057,598
2067,110
1990,351
1932,301
1993,477
2077,221
2194,427
2045,402
